model,clip,ground_truth,hypothesis,wer,latency_s
tiny.en,1272-128104-0004,linnell's pictures are a sort of up guards and at em paintings and mason's exquisite idylls are as national as a jingo poem mister birket foster's landscapes smile at one much in the same way that mister carker used to flash his teeth and mister john collier gives his sitter a cheerful slap on the back before he says like a shampooer in a turkish bath next man,"Linnell's pictures are a sort of up-guards and atom paintings, and Mason's exquisite idles are as national as a jingo poem. Mr. Burkett Foster's landscapes smile at one much in the same way that Mr. Carker used to flash his teeth. And Mr. John Collier gives his sitter a cheerful slap in the back, before he says like a shampooer and a Turkish bath. man.",0.1765,0.2176
tiny.en,3170-137482-0031,unwilling to hurt his vanity by telling him that he was mistaken i took the wild resolution of informing him in the presence of his two friends that i possessed a certain numeral calculus which gave answers also in numbers to any questions i liked to put,unwilling to hurt his vanity by telling him that he was mistaken. I took the wild resolution of informing him in the presence of his two friends that I possessed a certain numeral calculus which gave answers also in numbers to any questions I like to put.,0.0213,0.1430
tiny.en,1919-142785-0033,note the wine in this sauce may be omitted and an onion sliced and fried of a nice brown substituted for it,"Note, the wine in this sauce may be omitted, and an onion sliced and fried of a nice brown substituted for it.",0.0000,0.0781
tiny.en,3000-15664-0039,tracing rivers to their fountains makes the most charming of travels,Tracing rivers to their fountains makes the most charming of travels.,0.0000,0.0486
tiny.en,7850-281318-0011,the magpie said she would teach them if they would be a patient diligent obedient class of little birds,The Magpie said she would teach them if they would be a patient diligent obedient class of little birds.,0.0000,0.0806
tiny.en,2902-9006-0015,the countless treasures which five centuries of rapine had accumulated round the capitol had become the prey of men clothed in sheepskins and horse hide and the sister of an emperor had found her beauty virtue and pride of race worthily matched by those of the hard handed northern hero who led her away from italy as his captive and his bride to found new kingdoms in south france and spain and to drive the newly arrived vandals across the straits of gibraltar into the then blooming coast land of northern africa,"The countless treasures which five centuries of Rappin had accumulated around the capital had become the prey of men clothed in sheep skins and horse-hide. And the sister of an emperor had found her beauty, virtue and pride of race were thely matched by those of the hard-handed northern hero who led her away from Italy as his captive and his bride, to found new kingdoms in South France and Spain, and to drive the newly arrived vandals across the Straits of Gibraltar into the then-blooming coastland of Northern Africa.",0.1630,0.2549
tiny.en,6241-66616-0014,at last so daring did he become that the provincial government placed a price upon his head and upon those of a number of his most notorious followers,"At last, so daring did he become that the provincial government placed a price upon his head and upon those of a number of his most notorious followers.",0.0000,0.0756
tiny.en,1462-170138-0000,he had written a number of books himself among them a history of dancing a history of costume a key to shakespeare's sonnets a study of the poetry of ernest dowson et cetera,He had written a number of books himself among them a history of dancing a history of costume a Key to Shakespeare's sonnets a study of the poetry of Ernest Dousin etc,0.0909,0.1264
tiny.en,2803-154328-0022,round his body was rolled a long coil of flax rope,"Round his body was rolled along, coil a flax rope.",0.2727,0.0526
tiny.en,2035-152373-0013,while the liberated exiles rejoiced on the plain of meath the tent of the abbot of iona was pitched on the rath of tara a fact which would seem to indicate that already in little more than a century since the interdict had fallen on it the edifices which made so fine a show in the days of patrick were ruined and uninhabitable,"While the liberated exiles rejoiced on the plane of Meeffe, the tent of the abbot of Iona was pitched on the wrath of Tara, a fact which would seem to indicate that already, in little more than a century since the interdict had fallen on it, the edifices which made so fine a show in the days of Patrick were ruined and uninhabitable.",0.0476,0.2499
tiny.en,5895-34622-0005,this green colour had succeeded in drawing attention to the carriage which was known in all the fair grounds as the green box,"This green color had succeeded in drawing attention to the carriage, which was known in all the fairgrounds as the green box.",0.1304,0.0703
tiny.en,7850-73752-0018,in exactly ten minutes it is in the power of every man to free himself from all the tumult of the world the pangs of love the throbs of ambition the wear and tear of play the recriminating boudoir the conspiring club the rattling hell and find himself in a sublime sylvan solitude superior to the cedars of lebanon and inferior only in extent to the chestnut forests of anatolia,"In exactly ten minutes, it is in the power of every man, to free himself from all the tumult of the world. The pangs of love, the throbs of ambition, the wear and tear of play, the recriminating budwar, the conspiring club, the rattling hell, and find himself in a sublime, silving solitude, superior to the cedars of Lebanon, an inferior only in extent to the chestnut forests of Anatolia.",0.0429,0.1923
tiny.en,1988-24833-0025,you know i'd get drafted in a year or two anyway,"You know, I'd get drafted in a year or two anyway.",0.0000,0.0442
tiny.en,5536-43358-0014,this is the material or physical prayer,This is the material or physical prayer.,0.0000,0.0464
tiny.en,2428-83705-0001,but it is quite plain to me that all the arrangements for my wedding are going to be made by the snellings,But it is quite plain to me that all the arrangements for my wedding are going to be made by the Snellings.,0.0000,0.0784
tiny.en,7850-286674-0017,the nymphs had already gotten away,The nymphs had already gotten away.,0.0000,0.0306
tiny.en,3752-4944-0022,by and by a short figure smoking a cheroot came up out of the dark and proved to be doctor macklewain who had been prevented from attending the dinner by reason of an accident to a constable at norfolk bay which had claimed his professional attention,"By and by, a short figure, smoking a charout, came up out of the dark and proved to be Dr. McElwain, who had been prevented from attending the dinner by reason of an accident to a constable at Norfolk Bay, which had claimed his professional attention.",0.0652,0.1441
